Tab,Q,SQ,SSQ,SSSQ,Question,Class,Unit,Repetitive,Tab_Name,Question_Text,SPSS_header,Short_Question,Likert_Affect_Direction,Answer_Labels,Answer_Numbers,MAR_Cross_Reference
P4,5,,,,P4.5,Categorical ,,,Questions about cultivation,Land Holdings: Do you think your crop yields will get better or worse?,P4_5,Land Holdings: Do you think your crop yields will get better or worse?,,"c(""Worse"", ""Stay same"", ""Better"")",c(1:3),
P4,6,,,,P4.6,Yes/No,,,Questions about cultivation,Land Holdings: Has your field ever been covered with saltwater?,P4_6,Land Holdings: Has your field ever been covered with saltwater?,,,,
P4,7,1,,,P4.7.1,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: cyclone,P4_7V1,Land Holdings: What was the source of saltwater?: cyclone,,,,
P4,7,2,,,P4.7.2,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: natural flood,P4_7V2,Land Holdings: What was the source of saltwater?: natural flood,,,,
P4,7,3,,,P4.7.3,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: failed embankment,P4_7V3,Land Holdings: What was the source of saltwater?: failed embankment,,,,
P4,7,4,,,P4.7.4,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: pumped in,P4_7V4,Land Holdings: What was the source of saltwater?: pumped in,,,,
P4,7,5,,,P4.7.5,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: sluice gate,P4_7V5,Land Holdings: What was the source of saltwater?: sluice gate,,,,
P4,7,6,,,P4.7.6,Yes/No,,,Questions about cultivation,Land Holdings: What was the source of saltwater?: other,P4_7V6,Land Holdings: What was the source of saltwater?: other,,,,
P4,8,1,,,P4.8.1,Text,,,Questions about cultivation,Land Holdings: Who made this decision and why? - 1,P4_8V1,Land Holdings: Who made this decision and why? - 1,,,,
P4,8,2,,,P4.8.2,Text,,,Questions about cultivation,Land Holdings: Who made this decision and why? - 2,P4_8V2,Land Holdings: Who made this decision and why? - 2,,,,
P4,8,3,,,P4.8.3,Text,,,Questions about cultivation,Land Holdings: Who made this decision and why? - 3,P4_8V3,Land Holdings: Who made this decision and why? - 3,,,,
P4,8,4,,,P4.8.4,Text,,,Questions about cultivation,Land Holdings: Who made this decision and why? - 4,P4_8V4,Land Holdings: Who made this decision and why? - 4,,,,
P4,8,5,,,P4.8.5,Text,,,Questions about cultivation,Land Holdings: Who made this decision and why? - 5,P4_8V5,Land Holdings: Who made this decision and why? - 5,,,,
P5,1,1,,,P5.1.1,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Aquaculture serial number - 1,P5_1a,Land Holdings: Aquaculture serial number - 1,,,,
P5,1,2,1,,P5.1.2.1,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: shrimp - 1,P5_2V1a,Land Holdings: Type of aquaculture: shrimp - 1,,,,
P5,1,2,2,,P5.1.2.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: white fish - 1,P5_2V2a,Land Holdings: Type of aquaculture: white fish - 1,,,,
P5,1,2,3,,P5.1.2.3,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: other - 1,P3_2V3a,Land Holdings: Type of aquaculture: other - 1,,,,
P5,1,3,,,P5.1.3,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Number seasons in year typically cultivated - 1,P5_3a,Land Holdings: Number seasons in year typically cultivated - 1,,,,
P5,1,4,,,P5.1.4,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Amount of land cultivated in a typical season - 1,P5_4a,Land Holdings: Amount of land cultivated in a typical season - 1,,,,
P5,1,5,,,P5.1.5,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield in typical season (kg) - 1,P5_5a,Land Holdings: Yield in typical season (kg) - 1,,,,
P5,1,6,,,P5.1.6,Quantitative,Percent,TRUE,Information about current land holdings used for aquaculture,Land Holdings: How much of yield consume for your household? - 1,P5_6a,Land Holdings: How much of yield consume for your household? - 1,,,,
P5,1,7,,,P5.1.7,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Size of land cultivated in last season - 1,P5_7a,Land Holdings: Size of land cultivated in last season - 1,,,,
P5,1,8,,,P5.1.8,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield last season (kg) - 1,P5_8a,Land Holdings: Yield last season (kg) - 1,,,,
P5,1,9,,,P5.1.9,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected land to cultivate in upcoming season - 1,P5_9a,Land Holdings: Expected land to cultivate in upcoming season - 1,,,,
P5,1,10,,,P5.1.10,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected yield in upcoming season (kg) - 1,P5_10a,Land Holdings: Expected yield in upcoming season (kg) - 1,,,,
P5,2,1,,,P5.2.1,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Aquaculture serial number - 2,P5_1b,Land Holdings: Aquaculture serial number - 2,,,,
P5,2,2,1,,P5.2.2.1,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: shrimp - 2,P5_2V1b,Land Holdings: Type of aquaculture: shrimp - 2,,,,
P5,2,2,2,,P5.2.2.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: white fish - 2,P5_2V2b,Land Holdings: Type of aquaculture: white fish - 2,,,,
P5,2,2,3,,P5.2.2.3,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: other - 2,P3_2V3b,Land Holdings: Type of aquaculture: other - 2,,,,
P5,2,3,,,P5.2.3,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Number seasons in year typically cultivated - 2,P5_3b,Land Holdings: Number seasons in year typically cultivated - 2,,,,
P5,2,4,,,P5.2.4,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Amount of land cultivated in a typical season - 2,P5_4b,Land Holdings: Amount of land cultivated in a typical season - 2,,,,
P5,2,5,,,P5.2.5,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield in typical season (kg) - 2,P5_5b,Land Holdings: Yield in typical season (kg) - 2,,,,
P5,2,6,,,P5.2.6,Quantitative,Percent,TRUE,Information about current land holdings used for aquaculture,Land Holdings: How much of yield consume for your household? - 2,P5_6b,Land Holdings: How much of yield consume for your household? - 2,,,,
P5,2,7,,,P5.2.7,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Size of land cultivated in last season - 2,P5_7b,Land Holdings: Size of land cultivated in last season - 2,,,,
P5,2,8,,,P5.2.8,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield last season (kg) - 2,P5_8b,Land Holdings: Yield last season (kg) - 2,,,,
P5,2,9,,,P5.2.9,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected land to cultivate in upcoming season - 2,P5_9b,Land Holdings: Expected land to cultivate in upcoming season - 2,,,,
P5,2,10,,,P5.2.10,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected yield in upcoming season (kg) - 2,P5_10b,Land Holdings: Expected yield in upcoming season (kg) - 2,,,,
P5,3,1,,,P5.3.1,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Aquaculture serial number - 3,P5_1c,Land Holdings: Aquaculture serial number - 3,,,,
P5,3,2,1,,P5.3.2.1,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: shrimp - 3,P5_2V1c,Land Holdings: Type of aquaculture: shrimp - 3,,,,
P5,3,2,2,,P5.3.2.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: white fish - 3,P5_2V2c,Land Holdings: Type of aquaculture: white fish - 3,,,,
P5,3,2,3,,P5.3.2.3,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: other - 3,P3_2V3c,Land Holdings: Type of aquaculture: other - 3,,,,
P5,3,3,,,P5.3.3,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Number seasons in year typically cultivated - 3,P5_3c,Land Holdings: Number seasons in year typically cultivated - 3,,,,
P5,3,4,,,P5.3.4,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Amount of land cultivated in a typical season - 3,P5_4c,Land Holdings: Amount of land cultivated in a typical season - 3,,,,
P5,3,5,,,P5.3.5,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield in typical season (kg) - 3,P5_5c,Land Holdings: Yield in typical season (kg) - 3,,,,
P5,3,6,,,P5.3.6,Quantitative,Percent,TRUE,Information about current land holdings used for aquaculture,Land Holdings: How much of yield consume for your household? - 3,P5_6c,Land Holdings: How much of yield consume for your household? - 3,,,,
P5,3,7,,,P5.3.7,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Size of land cultivated in last season - 3,P5_7c,Land Holdings: Size of land cultivated in last season - 3,,,,
P5,3,8,,,P5.3.8,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield last season (kg) - 3,P5_8c,Land Holdings: Yield last season (kg) - 3,,,,
P5,3,9,,,P5.3.9,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected land to cultivate in upcoming season - 3,P5_9c,Land Holdings: Expected land to cultivate in upcoming season - 3,,,,
P5,3,10,,,P5.3.10,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected yield in upcoming season (kg) - 3,P5_10c,Land Holdings: Expected yield in upcoming season (kg) - 3,,,,
P5,4,1,,,P5.4.1,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Aquaculture serial number - 4,P5_1d,Land Holdings: Aquaculture serial number - 4,,,,
P5,4,2,,,P5.4.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: shrimp - 4,P5_2V1d,Land Holdings: Type of aquaculture: shrimp - 4,,,,
P5,4,2,,,P5.4.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: white fish - 4,P5_2V2d,Land Holdings: Type of aquaculture: white fish - 4,,,,
P5,4,2,,,P5.4.2,Yes/No,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Type of aquaculture: other - 4,P3_2V3d,Land Holdings: Type of aquaculture: other - 4,,,,
P5,4,3,,,P5.4.3,Integer,,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Number seasons in year typically cultivated - 4,P5_3d,Land Holdings: Number seasons in year typically cultivated - 4,,,,
P5,4,4,,,P5.4.4,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Amount of land cultivated in a typical season - 4,P5_4d,Land Holdings: Amount of land cultivated in a typical season - 4,,,,
P5,4,5,,,P5.4.5,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield in typical season (kg) - 4,P5_5d,Land Holdings: Yield in typical season (kg) - 4,,,,
P5,4,6,,,P5.4.6,Quantitative,Percent,TRUE,Information about current land holdings used for aquaculture,Land Holdings: How much of yield consume for your household? - 4,P5_6d,Land Holdings: How much of yield consume for your household? - 4,,,,
P5,4,7,,,P5.4.7,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Size of land cultivated in last season - 4,P5_7d,Land Holdings: Size of land cultivated in last season - 4,,,,
P5,4,8,,,P5.4.8,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Yield last season (kg) - 4,P5_8d,Land Holdings: Yield last season (kg) - 4,,,,
P5,4,9,,,P5.4.9,Quantitative,Decimals,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected land to cultivate in upcoming season - 4,P5_9d,Land Holdings: Expected land to cultivate in upcoming season - 4,,,,
P5,4,10,,,P5.4.10,Quantitative,Kg,TRUE,Information about current land holdings used for aquaculture,Land Holdings: Expected yield in upcoming season (kg) - 4,P5_10d,Land Holdings: Expected yield in upcoming season (kg) - 4,,,,
P6,1,1,,,P6.1.1,Yes/No,,,Questions about aquaculture,Land Holdings: Why did you farm fish/shrimp on this land?: owing to earning more,P6_1V1,Land Holdings: Why did you farm fish/shrimp on this land?: owing to earning more,,,,
P6,1,2,,,P6.1.2,Yes/No,,,Questions about aquaculture,Land Holdings: Why did you farm fish/shrimp on this land?: owing to food,P6_1V2,Land Holdings: Why did you farm fish/shrimp on this land?: owing to food,,,,
P6,1,3,,,P6.1.3,Yes/No,,,Questions about aquaculture,Land Holdings: Why did you farm fish/shrimp on this land?: other,P6_1V3,Land Holdings: Why did you farm fish/shrimp on this land?: other,,,,
P6,2,,,,P6.2,Categorical ,,,Questions about aquaculture,Land Holdings: In your fish/shrimp ponds which type of water do you use?,P6_2,Land Holdings: In your fish/shrimp ponds which type of water do you use?,,"c(""Freshwater"", ""Saltwater"", ""Use both fresh and saltwater"")",c(1:3),
P6,3,1,,,P6.3.1,Yes/No,,,Questions about aquaculture,Land Holdings: How do you fill your pond with water?: rain water,P6_3V1,Land Holdings: How do you fill your pond with water?: rain water,,,,
P6,3,2,,,P6.3.2,Yes/No,,,Questions about aquaculture,Land Holdings: How do you fill your pond with water?: river water,P6_3V2,Land Holdings: How do you fill your pond with water?: river water,,,,
P6,3,3,,,P6.3.3,Yes/No,,,Questions about aquaculture,Land Holdings: How do you fill your pond with water?: fresh pond water,P6_3V3,Land Holdings: How do you fill your pond with water?: fresh pond water,,,,
P6,3,4,,,P6.3.4,Yes/No,,,Questions about aquaculture,Land Holdings: How do you fill your pond with water?: well water,P6_3V4,Land Holdings: How do you fill your pond with water?: well water,,,,
P6,3,5,,,P6.3.5,Yes/No,,,Questions about aquaculture,Land Holdings: How do you fill your pond with water?: other,P6_3V5,Land Holdings: How do you fill your pond with water?: other,,,,
P6,4,,,,P6.4,Yes/No,,,Questions about aquaculture,Land Holdings: Have you noticed changes in your yield?,P6_4,Land Holdings: Have you noticed changes in your yield?,,,,
P6,4,1,,,P6.4.1,Categorical ,,,Questions about aquaculture,"Land Holdings: If yes, explain",P6_4A,"Land Holdings: If yes, explain",,"c(""Increase"", ""Decrease"", ""Same"", ""Other"")",c(1:4),
P6,5,,,,P6.5,Text,,,Questions about aquaculture,Land Holdings: When did you first start noticing these changes?,P6_5,Land Holdings: When did you first start noticing these changes?,,,,
P6,6,1,,,P6.6.1,Yes/No,,,Questions about aquaculture,Land Holdings: What do you think has caused these changes?: excessive rainfall,P6_6V1,Land Holdings: What do you think has caused these changes?: excessive rainfall,,,,
P6,6,2,,,P6.6.2,Yes/No,,,Questions about aquaculture,Land Holdings: What do you think has caused these changes?: drought,P6_6V2,Land Holdings: What do you think has caused these changes?: drought,,,,
P6,6,3,,,P6.6.3,Yes/No,,,Questions about aquaculture,Land Holdings: What do you think has caused these changes?: cyclone,P6_6V3,Land Holdings: What do you think has caused these changes?: cyclone,,,,
P6,6,4,,,P6.6.4,Yes/No,,,Questions about aquaculture,Land Holdings: What do you think has caused these changes?: flooding,P6_6V4,Land Holdings: What do you think has caused these changes?: flooding,,,,
P6,6,5,,,P6.6.5,Yes/No,,,Questions about aquaculture,Land Holdings: What do you think has caused these changes?: other,P6_6V5,Land Holdings: What do you think has caused these changes?: other,,,,
P6,7,1,,,P6.7.1,Yes/No,,,Questions about aquaculture,Land Holdings: How are you managing these changes?: applied fitkiri,P6_7V1,Land Holdings: How are you managing these changes?: applied fitkiri,,,,
P6,7,2,,,P6.7.2,Yes/No,,,Questions about aquaculture,Land Holdings: How are you managing these changes?: applied lime,P6_7V2,Land Holdings: How are you managing these changes?: applied lime,,,,
P6,7,3,,,P6.7.3,Yes/No,,,Questions about aquaculture,Land Holdings: How are you managing these changes?: applied other chemicals,P6_7V3,Land Holdings: How are you managing these changes?: applied other chemicals,,,,
P6,7,4,,,P6.7.4,Yes/No,,,Questions about aquaculture,Land Holdings: How are you managing these changes?: renovation of ponds,P6_7V4,Land Holdings: How are you managing these changes?: renovation of ponds,,,,
P6,7,5,,,P6.7.5,Yes/No,,,Questions about aquaculture,Land Holdings: How are you managing these changes?: others,P6_7V5,Land Holdings: How are you managing these changes?: others,,,,
P6,8,,,,P6.8,Categorical ,,,Questions about aquaculture,Land Holdings: Do you think your fish/shrimp yields will get better/worse?,P6_8,Land Holdings: Do you think your fish/shrimp yields will get better/worse?,,"c(""Worse"", ""Stay same"", ""Better"")",c(1:3),
P7,1,,,,P7.1,Yes/No,,,Fishing,Fishing: Do you fish as a source of food or income?,P7_1,Fishing: Do you fish as a source of food or income?,,,,
P7,2,,,,P7.2,Integer,Year,,Fishing,Fishing: When did you begin fishing as a source of income/ food?,P7_2,Fishing: When did you begin fishing as a source of income/ food?,,,,
P7,3,1,,,P7.3.1,Yes/No,,,Fishing,Fishing: Where do you go to fish?: Shibsa river,P7_3V1,Fishing: Where do you go to fish?: Shibsa river,,,,
P7,3,2,,,P7.3.2,Yes/No,,,Fishing,Fishing: Where do you go to fish?: sundarbarns,P7_3V2,Fishing: Where do you go to fish?: sundarbarns,,,,
P7,3,3,,,P7.3.3,Yes/No,,,Fishing,Fishing: Where do you go to fish?: ocean,P7_3V3,Fishing: Where do you go to fish?: ocean,,,,
P7,3,4,,,P7.3.4,Yes/No,,,Fishing,Fishing: Where do you go to fish?: own pond,P7_3V4,Fishing: Where do you go to fish?: own pond,,,,
P7,3,5,,,P7.3.5,Yes/No,,,Fishing,Fishing: Where do you go to fish?: canal/stream,P7_3V5,Fishing: Where do you go to fish?: canal/stream,,,,
P7,3,6,,,P7.3.6,Yes/No,,,Fishing,Fishing: Where do you go to fish?: other,P7_3V6,Fishing: Where do you go to fish?: other,,,,
P7,4,,,,P7.4,Yes/No,,,Fishing,Fishing: Have you noticed changes in your yield since you've begun fishing?,P7_4,Fishing: Have you noticed changes in your yield since you've begun fishing?,,,,
P7,4,1,,,P7.4.1,Categorical ,,,Fishing,"Fishing: If yes, explain",P7_4A,"Fishing: If yes, explain",,"c(""Decrease of fish"", ""Increase of fish"", ""Decrease of fish due to salt"", ""Decrease of Fish after Aila"", ""Other"")",c(1:5),
P7,5,,,,P7.5,Integer,Year,,Fishing,Fishing: When did you first start noticing these changes?,P7_5,Fishing: When did you first start noticing these changes?,,,,
P7,6,1,,,P7.6.1,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: use of poison,P7_6V1,Fishing: What do you think has caused these changes?: use of poison,,,,
P7,6,2,,,P7.6.2,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: use of current-net,P7_6V2,Fishing: What do you think has caused these changes?: use of current-net,,,,
P7,6,3,,,P7.6.3,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: increase of fishermen,P7_6V3,Fishing: What do you think has caused these changes?: increase of fishermen,,,,
P7,6,4,,,P7.6.4,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: fishing 'mother' fishes,P7_6V4,Fishing: What do you think has caused these changes?: fishing 'mother' fishes,,,,
P7,6,5,,,P7.6.5,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: salty water,P7_6V5,Fishing: What do you think has caused these changes?: salty water,,,,
P7,6,6,,,P7.6.6,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: cyclone,P7_6V6,Fishing: What do you think has caused these changes?: cyclone,,,,
P7,6,7,,,P7.6.7,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: reasons unknown,P7_6V7,Fishing: What do you think has caused these changes?: reasons unknown,,,,
P7,6,8,,,P7.6.8,Yes/No,,,Fishing,Fishing: What do you think has caused these changes?: other,P7_6V8,Fishing: What do you think has caused these changes?: other,,,,
P7,7,1,,,P7.7.1,Yes/No,,,Fishing,Fishing: How are you managing these changes?: unable to manage,P7_7V1,Fishing: How are you managing these changes?: unable to manage,,,,
P7,7,2,,,P7.7.2,Yes/No,,,Fishing,Fishing: How are you managing these changes?: alternative form of work,P7_7V2,Fishing: How are you managing these changes?: alternative form of work,,,,
P7,7,3,,,P7.7.3,Yes/No,,,Fishing,Fishing: How are you managing these changes?: laboring harder at fishing,P7_7V3,Fishing: How are you managing these changes?: laboring harder at fishing,,,,
P7,7,4,,,P7.7.4,Yes/No,,,Fishing,Fishing: How are you managing these changes?: buying fish from bazar,P7_7V4,Fishing: How are you managing these changes?: buying fish from bazar,,,,
P7,7,5,,,P7.7.5,Yes/No,,,Fishing,Fishing: How are you managing these changes?: cultivating fish in sweetwater,P7_7V5,Fishing: How are you managing these changes?: cultivating fish in sweetwater,,,,
P7,7,6,,,P7.7.6,Yes/No,,,Fishing,Fishing: How are you managing these changes?: other,P7_7V6,Fishing: How are you managing these changes?: other,,,,
P7,8,,,,P7.8,Categorical ,,,Fishing,Fishing: Do you think your fishing yields will get better/worse?,P7_8,Fishing: Do you think your fishing yields will get better/worse?,,"c(""Worse"", ""Stay Same"", ""Better"")",c(1:3),
P8,1,,,,P8.1,Categorical ,,,Embankment,Embankment: Who or what group is responsible for maintaining the embankment?,P8_1,Embankment: Who or what group is responsible for maintaining the embankment?,,"c(""Sushilon"", ""Local government"", Local people"", ""Wapda"", ""NGOs"", ""Unknown"", ""Other"")",c(1:7),
P8,2,,,,P8.2,Yes/No,,,Embankment,Embankment: Are you a member of this group?,P8_2,Embankment: Are you a member of this group?,,,,
P8,3,,,,P8.3,Yes/No,,,Embankment,Embankment: Do you think that the embankments are adequately maintained?,P8_3,Embankment: Do you think that the embankments are adequately maintained?,,,,
P8,4,,,,P8.4,Yes/No,,,Embankment,Embankment: Have the embankments ever failed?,P8_4,Embankment: Have the embankments ever failed?,,,,
P8,5,,,,P8.5,Integer,Year,,Embankment,Embankment: When have the embankments failed?,P8_5,Embankment: When have the embankments failed?,,,,
P8,6,1,,,P8.6.1,Yes/No,,,Embankment,Embankment: Causes of these failures?: river erosion,P8_6V1,Embankment: Causes of these failures?: river erosion,,,,
P8,6,2,,,P8.6.2,Yes/No,,,Embankment,Embankment: Causes of these failures?: cyclone/storm,P8_6V2,Embankment: Causes of these failures?: cyclone/storm,,,,
P8,6,3,,,P8.6.3,Yes/No,,,Embankment,Embankment: Causes of these failures?: tidal bores/flood,P8_6V3,Embankment: Causes of these failures?: tidal bores/flood,,,,
P8,6,4,,,P8.6.4,Yes/No,,,Embankment,Embankment: Causes of these failures?: insufficient height of embankment,P8_6V4,Embankment: Causes of these failures?: insufficient height of embankment,,,,
P8,6,5,,,P8.6.5,Yes/No,,,Embankment,Embankment: Causes of these failures?: excessive pressure of tidal water,P8_6V5,Embankment: Causes of these failures?: excessive pressure of tidal water,,,,
P8,6,6,,,P8.6.6,Yes/No,,,Embankment,Embankment: Causes of these failures?: other,P8_6V6,Embankment: Causes of these failures?: other,,,,
P8,7,,,,P8.7,Categorical ,,,Embankment,Embankment: Do you feel that decisions about sluice gates made fairly,P8_7,Embankment: Do you feel that decisions about sluice gates made fairly,,"c(""Yes"", ""No"", ""Somewhat"")",c(1:3),
P9,1,,,,P9.1,Integer,Year,,Past and future cyclone response,Cylcone: When was the last cyclone?,P9_1,Cylcone: When was the last cyclone?,,,,
P9,2,,,,P9.2,Text,,,Past and future cyclone response,Cylcone: Where did you go during the last cyclone?,P9_2,Cylcone: Where did you go during the last cyclone?,,,,
P9,3,,,,P9.3,Categorical ,,,Past and future cyclone response,Cylcone: What was your principal source of food?,P9_3,Cylcone: What was your principal source of food?,,"c(""Dry food"", ""Reserved food"", ""Government relief food"", ""Food from various NGOs"", ""Aid from local influential people"", ""Other"")",c(1:6),
P9,4,,,,P9.4,Categorical ,,,Past and future cyclone response,Cylcone: What was your principal source of water?,P9_4,Cylcone: What was your principal source of water?,,"c(""Supplied water from NGO"", ""Water provided by govt"", ""Purchased bottled water"", ""Water provided by neighbors"", ""Stored rain water"", ""Collected water from neighboring village"", ""Other"")",c(1:7),
P9,5,,,,P9.5,Categorical ,,,Past and future cyclone response,Cylcone: Where would you go if there was a future cyclone?,P9_5,Cylcone: Where would you go if there was a future cyclone?,,"c(""At own home"", ""On the boat"", ""In the cyclone center"", ""On the Bary-Badh/ embankments"", ""Unknown"", ""Other"")",c(1:6),
Q1,1,,,,Q1.1,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Temperature,Q1_1,Perceived Environmental Change: Temperature,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,2,,,,Q1.2,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Rainfall during monsoon,Q1_2,Perceived Environmental Change: Rainfall during monsoon,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,3,,,,Q1.3,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Rainfall during other seasons,Q1_3,Perceived Environmental Change: Rainfall during other seasons,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,4,,,,Q1.4,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Severity of floods,Q1_4,Perceived Environmental Change: Severity of floods,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,5,,,,Q1.5,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Severity of drought,Q1_5,Perceived Environmental Change: Severity of drought,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,6,,,,Q1.6,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Water level in your well,Q1_6,Perceived Environmental Change: Water level in your well,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,7,,,,Q1.7,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Water level in ponds,Q1_7,Perceived Environmental Change: Water level in ponds,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,8,,,,Q1.8,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Water level during high tide,Q1_8,Perceived Environmental Change: Water level during high tide,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,9,,,,Q1.9,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Salinity of gound water,Q1_9,Perceived Environmental Change: Salinity of gound water,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,10,,,,Q1.10,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Severity of cyclones,Q1_10,Perceived Environmental Change: Severity of cyclones,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,11,,,,Q1.11,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Abundance of fish in water,Q1_11,Perceived Environmental Change: Abundance of fish in water,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,12,,,,Q1.12,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Diversity of trees and plants,Q1_12,Perceived Environmental Change: Diversity of trees and plants,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,13,,,,Q1.13,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Erosion of river banks,Q1_13,Perceived Environmental Change: Erosion of river banks,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
Q1,14,,,,Q1.14,Categorical ,,,Perceived changes in environment,Perceived Environmental Change: Salinity of river water,Q1_14,Perceived Environmental Change: Salinity of river water,,"c(""Decrease"", ""Increase"", ""No Change"")",c(1:3),
J2,1,,,,J2.1,Yes/No,,,House services and appliances,House Services: Light,J2_1,House Services: Light,,,,
J2,2,,,,J2.2,Yes/No,,,House services and appliances,House Services: Electric fan,J2_2,House Services: Electric fan,,,,
J2,3,,,,J2.3,Yes/No,,,House services and appliances,House Services: TV,J2_3,House Services: TV,,,,
