hhid,Q3SL.x,Q3_1.x,Q3_2.x,Q3_3.x,Q3_4.x,Q3_5.x,Q3_6.x,Q3_7.x,Q3_8.x,Q3_9.x,Q3_10.x,Q3_11.x,Q3_12.x,Q3_13.x,Q3_14.x,Q3_15.x,Q3_16.x,Q3_17.x,Q3_18.x,Q3_19.x,Q4_1.x,Q4_2.x,Q4_3.x,Q5_1.x,Q5_2.x,Q5_3.x,Q5_4.x,Q5_5.x,Q5_6.x,Q5_7.x,Q5_8.x,Q3SL.y,Q3_1.y,Q3_2.y,Q3_3.y,Q3_4.y,Q3_5.y,Q3_6.y,Q3_7.y,Q3_8.y,Q3_9.y,Q3_10.y,Q3_11.y,Q3_12.y,Q3_13.y,Q3_14.y,Q3_15.y,Q3_16.y,Q3_17.y,Q3_18.y,Q3_19.y,Q4_1.y,Q4_2.y,Q4_3.y,Q5_1.y,Q5_2.y,Q5_3.y,Q5_4.y,Q5_5.y,Q5_6.y,Q5_7.y,Q5_8.y,A06,A01,A03,A04,A05,A07,A08,A09,A10,A11,A12,A13,A14,n,D1_4,D2_4,I1A,I1B,J4_1,J5_1,J5_3,J5_9,N1LN,N1_1V1,N1_1V2,N1_1V3,N1_1V4,N1_1V5,N1_1V6,N1_1V7,N1_2,N1_3,N1_4,N1_5,N1_6U,N1_6TAKA,N1_7,N1_8,N1_9,N1_10,N1_11,O1LN,O1_1,O1_2V1,O1_2V2,O1_3V3,O1_2V5,O1_3,O1_4,O1_5V1,O1_5V2,O1_5V3,O1_5V4,O1_5V5,O1_5V6,O1_6,O1_6V1,O1_6V2,O1_6V3,O1_6V4,O1_6V5,O1_7,O1_7V1,O1_7V2,O1_7V3,O1_7V4,O1_7V5,O1_8,O1_8AV1,O1_8AV2,O1_8AV3,O1_8AV4,O1_8BV1,O1_8BV2,O1_8BV3,O1_8BV4,P1_2.x,P1_3.x,P1_4.x,P1_2.y,P1_3.y,P1_4.y,P1_2,P1_3,P1_4,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2_1SL.x,Q2_3.x,Q2_5.x,Q2_9.x,Q2_1SL.y,Q2_3.y,Q2_5.y,Q2_9.y,Q2ASL.x,Q2A_8.x,Q2A_12.x,Q2ASL.y,Q2A_8.y,Q2A_12.y,R2_1,SSL.x,S_1.x,S_2.x,S1_1.x,S1_2.x,S1_3.x,S1_4.x,S1_5.x,S1_6.x,S1_7.x,S1_8.x,SSL.y,S_1.y,S_2.y,S1_1.y,S1_2.y,S1_3.y,S1_4.y,S1_5.y,S1_6.y,S1_7.y,S1_8.y,sum_head,sum_spouse
6_799_2564,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Some months but not every month,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Jointly only,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Only one or two months,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Jointly only,No,No,No,No,No,Head,1,Male,Bengali,Islam,Yes,1986,9998,28,Currently Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,3,1,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,monthly,6000,48,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Fairly Healthy,2,Yes,No,Fairly Healthy,1,No,Fairly Healthy,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,2,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,1,0
6_799_2564,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Some months but not every month,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Jointly only,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Only one or two months,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Jointly only,No,No,No,No,No,Spouse,2,Female,Bengali,Islam,Yes,1995,9998,28,Currently Married,Yes,HSC (complete HSE),Homemaker,3,1,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,monthly,6000,48,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Fairly Healthy,2,Yes,No,Fairly Healthy,1,No,Fairly Healthy,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,2,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,1,0
6_799_2612,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Others,Others,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1991,9998,28,Never Married,Yes,University level,Unemployed/student,3,1,0,Septic tank,Septic tank,No,Tube well or borehole,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,NA,NA,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Very much,Some what,Some what,Not at all,Very much,Very much,Very much,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
6_799_2615,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1970,9998,28,Currently Married,Yes,SSC (Complete SE),Big businessman,3,1,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,1,On my own,NA,NA,NA,NA,NA,NA,No,No,NA,NA,daily,0,56,12,Cash only,9,9,1,Yes,NA,NA,NA,4,Yes,Yes,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,Others,5,Homestead,"Self owned, title",5,Homestead,"Self owned, no title",156,Cropland,"Self owned, no title",2,1,2,3,2,1,Yes,No,Fairly Healthy,2,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Very much,Very much,Not at all,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
6_799_2615,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent and Husband/wife Jointly,Respondent and Husband/wife Jointly,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Female,Bengali,Islam,Yes,1980,9998,40,Currently Married,Yes,College (11 and 12 grades),Homemaker,3,0,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,1,On my own,NA,NA,NA,NA,NA,NA,No,No,NA,NA,daily,0,56,12,Cash only,9,9,1,Yes,NA,NA,NA,4,Yes,Yes,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,Others,5,Homestead,"Self owned, title",5,Homestead,"Self owned, no title",156,Cropland,"Self owned, no title",2,1,2,3,2,1,Yes,No,Fairly Healthy,2,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Very much,Very much,Not at all,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
6_799_2617,1,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Only one or two months,Only one or two months,Never,Husband /wife,Husband /wife,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Female,Bengali,Islam,Yes,1973,9998,28,Currently Married,No,No Schooling,"Home based manufacturing (handicrafts, food products)",6,1,0,Dug-out pit latrne,Dug-out pit latrne,No,Tube well or borehole,0,No,1,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,300,14,12,Cash only,Muslim,Muslim,1,Yes,Government,NA,NA,NA,Yes,Yes,My savings,NA,NA,Loan,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,NA,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,No,No,Healthy,2,No,No,Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
6_799_2617,1,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Only one or two months,Only one or two months,Never,Husband /wife,Husband /wife,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Male,Bengali,Islam,Yes,1968,9998,28,Currently Married,Yes,SSC (Complete SE),Carpenter/massion/bus/taxi driver/armed/services/dai/community health worker/FWA/similar/services,6,1,0,Dug-out pit latrne,Dug-out pit latrne,No,Tube well or borehole,0,No,1,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,300,14,12,Cash only,Muslim,Muslim,1,Yes,Government,NA,NA,NA,Yes,Yes,My savings,NA,NA,Loan,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,NA,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,No,No,Healthy,2,No,No,Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
6_799_2618,1,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Husband /wife,Respondent and Husband/wife Jointly,Does not own,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent,Respondent and Husband/wife Jointly,Does not own,No,No,No,No,No,Head,1,Female,Bengali,Islam,Yes,1987,9998,28,Currently Married,Yes,Class VI-IX (Incomplete SE),Homemaker,4,1,0,Dug-out pit latrne,Dug-out pit latrne,No,Tube well or borehole,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,Private,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,Yes,No,Healthy,2,Yes,No,Fairly Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Some what,Some what,Some what,Not at all,Some what,Some what,Very much,Not at all,Not at all,2,Very much,Some what,Some what,Some what,Not at all,Some what,Some what,Very much,Not at all,Not at all,2,0
6_799_2618,1,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Husband /wife,Respondent and Husband/wife Jointly,Does not own,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent,Respondent and Husband/wife Jointly,Does not own,No,No,No,No,No,Spouse,2,Male,Bengali,Islam,Yes,1971,9998,75,Currently Married,Yes,Class VI-IX (Incomplete SE),Carpenter/massion/bus/taxi driver/armed/services/dai/community health worker/FWA/similar/services,4,1,0,Dug-out pit latrne,Dug-out pit latrne,No,Tube well or borehole,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,Private,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,Yes,No,Healthy,2,Yes,No,Fairly Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Some what,Some what,Some what,Not at all,Some what,Some what,Very much,Not at all,Not at all,2,Very much,Some what,Some what,Some what,Not at all,Some what,Some what,Very much,Not at all,Not at all,2,0
6_799_2664,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent,Respondent,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Female,Bengali,Islam,No,1970,9998,60,Currently Married,Yes,Class VI-IX (Incomplete SE),Homemaker,7,0,0,Sewer system,Sewer system,Yes,Municipal,0,No,0,On my own,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,8000,84,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Some what,Some what,Not at all,Not at all,Not at all,Very much,Very much,Very much,Very much,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
6_799_2664,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Never,Respondent,Respondent,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1957,9998,60,Currently Married,Yes,Class VI-IX (Incomplete SE),Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,7,1,0,Sewer system,Sewer system,Yes,Municipal,0,No,0,On my own,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,8000,84,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Some what,Some what,Not at all,Not at all,Not at all,Very much,Very much,Very much,Very much,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
6_799_2666,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Some months but not every month,Never,Respondent,Respondent,Does not own,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1984,9998,28,Never Married,No,Class I-IV (Incomplete PE),"Non agricultural worker(factory worker, blue collar service)",1,1,0,Sewer system,9,Yes,Municipal,0,No,0,On my own,NA,NA,NA,NA,NA,NA,No,No,NA,NA,daily,350,10,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Some what,Not at all,Not at all,Some what,Some what,Some what,Some what,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
6_799_2668,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Never,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Female,Bengali,Islam,No,1991,9998,28,Currently Married,Yes,SSC (Complete SE),Unemployed/student,4,0,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,On my own,NA,NA,NA,NA,NA,NA,No,No,NA,NA,daily,16000,78,12,Cash only,9,Muslim,0,Yes,NA,Private,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
6_799_2668,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Some months but not every month,Never,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1983,9998,28,Currently Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,4,1,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,On my own,NA,NA,NA,NA,NA,NA,No,No,NA,NA,daily,16000,78,12,Cash only,9,Muslim,0,Yes,NA,Private,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
6_799_2727,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Never,Husband /wife,Husband /wife,Does not own,No,No,No,No,No,Head,1,Male,Bengali,Islam,Yes,1972,9998,28,Currently Married,Yes,Class VI-IX (Incomplete SE),Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,5,1,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,1,NA,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,7000,48,12,Cash only,Muslim,Muslim,1,Yes,NA,Private,NA,NA,Yes,Yes,My savings,Relative/Friend/Neighbor,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,Yes,Yes,Healthy,2,No,No,Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Very much,Very much,Very much,Not at all,Very much,Very much,Very much,Not at all,Not at all,2,Very much,Very much,Very much,Very much,Not at all,Very much,Some what,Some what,Not at all,Not at all,2,0
6_799_2727,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Never,Husband /wife,Husband /wife,Does not own,No,No,No,No,No,Spouse,2,Female,Bengali,Islam,Yes,1984,9998,28,Currently Married,Yes,Class VI-IX (Incomplete SE),Homemaker,5,1,0,Septic tank,Septic tank,Yes,Tube well or borehole,0,No,1,NA,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,7000,48,12,Cash only,Muslim,Muslim,1,Yes,NA,Private,NA,NA,Yes,Yes,My savings,Relative/Friend/Neighbor,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,Yes,Yes,Healthy,2,No,No,Healthy,1,No,Healthy,2,No,Healthy,No,1,Very much,Very much,Very much,Very much,Not at all,Very much,Very much,Very much,Not at all,Not at all,2,Very much,Very much,Very much,Very much,Not at all,Very much,Some what,Some what,Not at all,Not at all,2,0
6_799_2728,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1996,9998,28,Never Married,Yes,University level,Unemployed/student,1,1,0,Septic tank,9,No,Tube well or borehole,0,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,Others,NA,NA,NA,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Very much,Very much,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
6_799_2729,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Only one or two months,Only one or two months,Only one or two months,Husband /wife,Husband /wife,Jointly only,No,No,No,No,No,2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Husband /wife,Husband /wife,Jointly only,No,No,No,No,No,Spouse,2,Male,Bengali,Islam,Yes,1964,9998,69,Currently Married,Yes,Class V (Complete PE),Carpenter/massion/bus/taxi driver/armed/services/dai/community health worker/FWA/similar/services,6,0,0,Septic tank,Septic tank,No,Tube well or borehole,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Government,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,Yes,No,Healthy,2,Yes,No,Healthy,1,No,Healthy,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Very much,Some what,Some what,Not at all,Not at all,2,Very much,Very much,Some what,Some what,Some what,Very much,Very much,Very much,Not at all,Not at all,3,5
6_799_2729,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Only one or two months,Only one or two months,Only one or two months,Husband /wife,Husband /wife,Jointly only,No,No,No,No,No,2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Husband /wife,Husband /wife,Jointly only,No,No,No,No,No,Head,1,Female,Bengali,Islam,Yes,1978,9998,28,Currently Married,Yes,Class VI-IX (Incomplete SE),Homemaker,6,1,0,Septic tank,Septic tank,No,Tube well or borehole,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Government,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Immunization Programme,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,Yes,No,Healthy,2,Yes,No,Healthy,1,No,Healthy,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Very much,Some what,Some what,Not at all,Not at all,2,Very much,Very much,Some what,Some what,Some what,Very much,Very much,Very much,Not at all,Not at all,3,5
